Comuna,Fecha,Tasa,Fallecidos,Paso
Algarrobo,2020-07-31,0.0,3
Algarrobo,2020-08-03,0.0,3
Algarrobo,2020-08-07,0.0,3
Algarrobo,2020-08-10,0.0,3
Algarrobo,2020-08-14,0.0,3
Algarrobo,2020-08-17,0.0,3
Algarrobo,2020-08-21,0.0,3
Algarrobo,2020-08-24,0.0,3
Algarrobo,2020-08-28,0.0,3
Algarrobo,2020-08-31,0.0,3
Algarrobo,2020-09-04,0.0,3
Algarrobo,2020-09-07,0.0,3
Algarrobo,2020-09-11,0.0,3
Algarrobo,2020-09-14,0.0,3
Algarrobo,2020-09-18,0.0,3
Algarrobo,2020-09-21,0.0,3
Algarrobo,2020-09-25,0.0,3
Algarrobo,2020-09-28,0.0,3
Algarrobo,2020-10-02,0.0,3
Algarrobo,2020-10-05,0.0,3
Algarrobo,2020-10-09,0.0,3
Algarrobo,2020-10-12,0.0,3
Algarrobo,2020-10-16,0.0,3
Algarrobo,2020-10-19,0.0,3
Algarrobo,2020-10-24,0.0,3
Algarrobo,2020-10-26,0.0,3
Algarrobo,2020-10-30,0.0,3
Algarrobo,2020-11-02,0.0,3
Algarrobo,2020-11-06,0.0,3
Algarrobo,2020-11-09,0.0,3
Algarrobo,2020-11-13,0.0,3
Algarrobo,2020-11-16,0.0,3
Algarrobo,2020-11-20,0.0,3
Algarrobo,2020-11-23,0.0,3
Algarrobo,2020-11-27,0.0,3
Algarrobo,2020-11-30,0.0,3
Algarrobo,2020-12-04,0.0,3
Algarrobo,2020-12-07,0.0,3
Algarrobo,2020-12-11,0.0,3
Algarrobo,2020-12-14,0.0,3
Algarrobo,2020-12-18,0.0,3
Algarrobo,2020-12-21,0.0,3
Algarrobo,2020-12-25,0.0,3
Algarrobo,2020-12-28,0.0,3
Algarrobo,2021-01-01,0.0,3
Algarrobo,2021-01-04,0.0,3
Algarrobo,2021-01-08,0.0,3
Algarrobo,2021-01-11,0.0,3
Algarrobo,2021-01-15,0.0,3
Algarrobo,2021-01-18,0.0,3
Algarrobo,2021-01-22,0.0,3
Algarrobo,2021-01-25,0.0,3
Algarrobo,2021-01-29,0.0,2
Algarrobo,2021-02-01,0.0,2
Algarrobo,2021-02-05,0.0,2
Algarrobo,2021-02-08,0.0,2
Algarrobo,2021-02-12,0.0,2
Algarrobo,2021-02-15,0.0,2
Algarrobo,2021-02-19,0.0,2
Algarrobo,2021-02-22,0.0,2
Algarrobo,2021-02-26,0.0,2
Algarrobo,2021-03-01,0.0,2
Algarrobo,2021-03-05,0.0,2
Algarrobo,2021-03-08,0.0,2
Algarrobo,2021-03-12,0.0,2
Algarrobo,2021-03-15,0.0,2
Algarrobo,2021-03-19,0.0,2
Algarrobo,2021-03-22,0.0,2
Algarrobo,2021-03-26,0.0,2
Algarrobo,2021-03-29,0.0,2
Algarrobo,2021-04-02,0.0,2
Algarrobo,2021-04-05,0.0,2
Algarrobo,2021-04-09,0.0,1
Algarrobo,2021-04-12,0.0,1
Algarrobo,2021-04-16,0.0,1
Algarrobo,2021-04-19,0.0,1
Algarrobo,2021-04-23,0.0,1
Algarrobo,2021-04-26,0.0,1
Algarrobo,2021-04-30,6.590220113351786,1
Algarrobo,2021-05-03,6.590220113351786,1
Algarrobo,2021-05-07,6.590220113351786,1
Algarrobo,2021-05-10,0.0,1
Algarrobo,2021-05-14,0.0,2
Algarrobo,2021-05-17,0.0,2
Algarrobo,2021-05-21,0.0,2
Algarrobo,2021-05-24,0.0,2
Algarrobo,2021-05-28,0.0,2
Algarrobo,2021-05-31,0.0,2
Algarrobo,2021-06-04,0.0,2
Algarrobo,2021-06-07,0.0,2
Algarrobo,2021-06-11,0.0,2
Algarrobo,2021-06-14,0.0,2
Algarrobo,2021-06-18,0.0,2
Algarrobo,2021-06-21,0.0,2
Algarrobo,2021-06-25,0.0,2
Algarrobo,2021-06-28,0.0,2
Algarrobo,2021-07-02,0.0,2
Algarrobo,2021-07-05,0.0,2
Algarrobo,2021-07-09,0.0,2
Algarrobo,2021-07-12,0.0,2
Algarrobo,2021-07-16,0.0,3
Algarrobo,2021-07-19,0.0,3
Algarrobo,2021-07-23,0.0,3
