Comuna,Tasa,Fecha
Estacion Central,287.72873225269836,2020-06-23
Estacion Central,258.714070176796,2020-06-28
Estacion Central,213.74134395914734,2020-07-01
Estacion Central,190.04603659716042,2020-07-05
Estacion Central,140.23753336686138,2020-07-10
Estacion Central,144.1061549769817,2020-07-13
Estacion Central,133.9510232504159,2020-07-17
Estacion Central,118.96011451119966,2020-07-20
Estacion Central,91.39618553909243,2020-07-24
Estacion Central,75.43812139734612,2020-07-27
Estacion Central,61.41436806065999,2020-07-31
Estacion Central,59.48005725559983,2020-08-03
Estacion Central,53.67712484041936,2020-08-07
Estacion Central,51.25923633409416,2020-08-10
Estacion Central,53.67712484041936,2020-08-14
Estacion Central,50.77565863282912,2020-08-17
Estacion Central,47.39061472397385,2020-08-21
Estacion Central,47.87419242523889,2020-08-24
Estacion Central,45.93988162017873,2020-08-28
Estacion Central,56.57859104800959,2020-08-31
Estacion Central,49.324925529034005,2020-09-04
Estacion Central,50.77565863282912,2020-09-07
Estacion Central,40.13694920499826,2020-09-11
Estacion Central,32.88328368602267,2020-09-14
Estacion Central,29.981817478432436,2020-09-18
Estacion Central,28.04750667337228,2020-09-21
Estacion Central,25.62961816704708,2020-09-25
Estacion Central,27.0803512708422,2020-09-28
Estacion Central,22.728151959456845,2020-10-02
Estacion Central,30.948972880962515,2020-10-05
Estacion Central,32.88328368602267,2020-10-09
Estacion Central,36.268327594877945,2020-10-12
Estacion Central,34.81759449108283,2020-10-16
Estacion Central,35.784749893612904,2020-10-19
Estacion Central,26.113195868312122,2020-10-24
Estacion Central,25.146040465782043,2020-10-26
Estacion Central,27.0803512708422,2020-10-30
Estacion Central,26.113195868312122,2020-11-02
Estacion Central,24.178885063251965,2020-11-06
Estacion Central,27.563928972107238,2020-11-09
Estacion Central,28.531084374637317,2020-11-13
Estacion Central,20.31026345313165,2020-11-16
Estacion Central,22.244574258191808,2020-11-20
Estacion Central,22.244574258191808,2020-11-23
Estacion Central,20.793841154396688,2020-11-27
Estacion Central,20.793841154396688,2020-11-30
Estacion Central,36.268327594877945,2020-12-04
Estacion Central,40.13694920499826,2020-12-07
Estacion Central,42.07126001005842,2020-12-11
Estacion Central,38.686216101203144,2020-12-14
Estacion Central,48.35777012650393,2020-12-18
Estacion Central,43.52199311385353,2020-12-21
Estacion Central,41.104104607528335,2020-12-25
Estacion Central,42.07126001005842,2020-12-28
Estacion Central,53.19354713915432,2021-01-01
Estacion Central,43.52199311385353,2021-01-04
Estacion Central,67.21730047584046,2021-01-08
Estacion Central,60.44721265812991,2021-01-11
Estacion Central,68.66803357963558,2021-01-15
Estacion Central,61.41436806065999,2021-01-18
Estacion Central,73.50381059228597,2021-01-22
Estacion Central,66.25014507331038,2021-01-25
Estacion Central,74.47096599481604,2021-01-29
Estacion Central,58.51290185306975,2021-02-01
Estacion Central,56.57859104800959,2021-02-05
Estacion Central,65.76656737204534,2021-02-08
Estacion Central,83.6589423188518,2021-02-12
Estacion Central,77.85600990367132,2021-02-15
Estacion Central,79.79032070873149,2021-02-19
Estacion Central,66.73372277457541,2021-02-22
Estacion Central,84.62609772138187,2021-02-26
Estacion Central,97.68269565553793,2021-03-01
Estacion Central,111.22287129095903,2021-03-05
Estacion Central,120.41084761499478,2021-03-08
Estacion Central,132.01671244535572,2021-03-12
Estacion Central,140.23753336686138,2021-03-15
Estacion Central,183.75952648071492,2021-03-19
Estacion Central,180.37448257185966,2021-03-22
Estacion Central,199.71759062246122,2021-03-26
Estacion Central,206.9712561414368,2021-03-29
Estacion Central,227.7650972958335,2021-04-02
Estacion Central,222.44574258191807,2021-04-05
Estacion Central,216.15923246547254,2021-04-09
Estacion Central,211.32345545282217,2021-04-12
Estacion Central,238.8873844249294,2021-04-16
Estacion Central,232.11729660721886,2021-04-19
Estacion Central,236.95307361986926,2021-04-23
Estacion Central,213.74134395914734,2021-04-26
Estacion Central,219.54427637432784,2021-04-30
Estacion Central,198.75043521993115,2021-05-03
Estacion Central,195.8489690123409,2021-05-07
Estacion Central,192.94750280475068,2021-05-10
Estacion Central,212.29061085535224,2021-05-14
Estacion Central,238.8873844249294,2021-05-17
Estacion Central,270.31993500715697,2021-05-21
Estacion Central,258.714070176796,2021-05-24
Estacion Central,265.9677356957716,2021-05-28
Estacion Central,268.3856242020968,2021-05-31
Estacion Central,277.5736005261325,2021-06-04
Estacion Central,294.4988200704089,2021-06-07
Estacion Central,315.2926612248056,2021-06-11
Estacion Central,290.63019846028857,2021-06-14
Estacion Central,251.94398235908545,2021-06-18
Estacion Central,215.6756547642075,2021-06-21
Estacion Central,196.81612441487098,2021-06-25
Estacion Central,151.84339819722234,2021-06-28
Estacion Central,110.25571588842895,2021-07-02
Estacion Central,90.42903013656235,2021-07-05
Estacion Central,75.92169909861117,2021-07-09
Estacion Central,64.79941196951526,2021-07-12
Estacion Central,48.35777012650393,2021-07-16
Estacion Central,43.52199311385353,2021-07-19
Estacion Central,42.55483771132346,2021-07-23
Estacion Central,44.005570815118574,2021-07-26
Estacion Central,38.2026383999381,2021-07-30
Estacion Central,35.30117219234786,2021-08-02
Estacion Central,41.587682308793376,2021-08-06
Estacion Central,38.2026383999381,2021-08-09
Estacion Central,32.39970598475763,2021-08-13
Estacion Central,31.916128283492593,2021-08-16
Huechuraba,16.884686478032133,2020-04-13
Huechuraba,18.66202189677236,2020-04-15
Huechuraba,19.55068960614247,2020-04-17
Huechuraba,18.66202189677236,2020-04-20
Huechuraba,19.55068960614247,2020-04-24
Huechuraba,16.884686478032133,2020-04-27
Huechuraba,31.103369827953934,2020-05-01
Huechuraba,48.876724015356174,2020-05-04
Huechuraba,95.97611261197213,2020-05-08
Huechuraba,106.64012512441349,2020-05-11
Huechuraba,145.74150433669843,2020-05-15
Huechuraba,131.52282098677662,2020-05-18
Huechuraba,203.5049054457557,2020-05-22
Huechuraba,199.95023460827525,2020-05-25
Huechuraba,154.62818143039954,2020-05-29
Huechuraba,177.73354187402248,2020-06-01
Huechuraba,159.0715199772501,2020-06-05
Huechuraba,166.180861652211,2020-06-08
Huechuraba,218.61225650504764,2020-06-12
Huechuraba,181.2882127115029,2020-06-15
Huechuraba,271.0436513578843,2020-06-19
Huechuraba,289.70567325465663,2020-06-23
Huechuraba,295.0376795108773,2020-06-28
Huechuraba,235.49694298307978,2020-07-01
Huechuraba,181.2882127115029,2020-07-05
Huechuraba,146.63017204606854,2020-07-10
Huechuraba,157.2941845585099,2020-07-13
Huechuraba,116.41546992748472,2020-07-17
Huechuraba,110.19479596189393,2020-07-20
Huechuraba,90.64410635575145,2020-07-24
Huechuraba,103.97412199630314,2020-07-27
Huechuraba,97.75344803071235,2020-07-31
Huechuraba,102.19678657756293,2020-08-03
Huechuraba,95.08744490260203,2020-08-07
Huechuraba,99.53078344945257,2020-08-10
Huechuraba,91.53277406512157,2020-08-14
Huechuraba,100.4194511588227,2020-08-17
Huechuraba,77.31409071519977,2020-08-21
Huechuraba,69.31608133086876,2020-08-24
Huechuraba,58.65206881842741,2020-08-28
Huechuraba,59.54073652779753,2020-08-31
Huechuraba,64.8727427840182,2020-09-04
Huechuraba,69.31608133086876,2020-09-07
Huechuraba,63.09540736527797,2020-09-11
Huechuraba,65.76141049338831,2020-09-14
Huechuraba,53.32006256220674,2020-09-18
Huechuraba,49.765391724726285,2020-09-21
Huechuraba,39.10137921228494,2020-09-25
Huechuraba,27.548698990473483,2020-09-28
Huechuraba,37.32404379354472,2020-10-02
Huechuraba,46.21072088724584,2020-10-05
Huechuraba,45.32205317787572,2020-10-09
Huechuraba,43.5447177591355,2020-10-12
Huechuraba,46.21072088724584,2020-10-16
Huechuraba,47.98805630598606,2020-10-19
Huechuraba,34.65804066543438,2020-10-24
Huechuraba,35.546708374804496,2020-10-26
Huechuraba,36.43537608417461,2020-10-30
Huechuraba,30.21470211858382,2020-11-02
Huechuraba,38.212711502914836,2020-11-06
Huechuraba,45.32205317787572,2020-11-09
Huechuraba,40.87871463102516,2020-11-13
Huechuraba,30.21470211858382,2020-11-16
Huechuraba,31.99203753732404,2020-11-20
Huechuraba,32.880705246694156,2020-11-23
Huechuraba,31.103369827953934,2020-11-27
Huechuraba,38.212711502914836,2020-11-30
Huechuraba,31.99203753732404,2020-12-04
Huechuraba,31.99203753732404,2020-12-07
Huechuraba,30.21470211858382,2020-12-11
Huechuraba,29.326034409213705,2020-12-14
Huechuraba,46.21072088724584,2020-12-18
Huechuraba,52.43139485283663,2020-12-21
Huechuraba,47.09938859661595,2020-12-25
Huechuraba,35.546708374804496,2020-12-28
Huechuraba,36.43537608417461,2021-01-01
Huechuraba,39.10137921228494,2021-01-04
Huechuraba,54.20873027157685,2021-01-08
Huechuraba,57.763401109057305,2021-01-11
Huechuraba,51.542727143466514,2021-01-15
Huechuraba,58.65206881842741,2021-01-18
Huechuraba,75.53675529645955,2021-01-22
Huechuraba,84.42343239016067,2021-01-25
Huechuraba,78.20275842456988,2021-01-29
Huechuraba,73.75941987771932,2021-02-01
Huechuraba,63.98407507464808,2021-02-05
Huechuraba,55.097397980946965,2021-02-08
Huechuraba,57.763401109057305,2021-02-12
Huechuraba,58.65206881842741,2021-02-15
Huechuraba,69.31608133086876,2021-02-19
Huechuraba,76.42542300582967,2021-02-22
Huechuraba,86.20076780890089,2021-02-26
Huechuraba,69.31608133086876,2021-03-01
Huechuraba,80.86876155268023,2021-03-05
Huechuraba,73.75941987771932,2021-03-08
Huechuraba,95.97611261197213,2021-03-12
Huechuraba,103.08545428693303,2021-03-15
Huechuraba,119.08147305559505,2021-03-19
Huechuraba,140.40949808047776,2021-03-22
Huechuraba,167.06952936158112,2021-03-26
Huechuraba,170.62420019906156,2021-03-29
Huechuraba,175.06753874591215,2021-04-02
Huechuraba,174.178871036542,2021-04-05
Huechuraba,180.3995450021328,2021-04-09
Huechuraba,219.50092421441775,2021-04-12
Huechuraba,215.0575856675672,2021-04-16
Huechuraba,183.95421583961325,2021-04-19
Huechuraba,196.39556377079484,2021-04-23
Huechuraba,169.73553248969145,2021-04-26
Huechuraba,184.84288354898337,2021-04-30
Huechuraba,155.51684913976968,2021-05-03
Huechuraba,174.178871036542,2021-05-07
Huechuraba,173.2902033271719,2021-05-10
Huechuraba,193.72956064268448,2021-05-14
Huechuraba,167.95819707095123,2021-05-17
Huechuraba,204.39357315512586,2021-05-21
Huechuraba,176.84487416465234,2021-05-24
Huechuraba,231.05360443622922,2021-05-28
Huechuraba,239.0516138205602,2021-05-31
Huechuraba,303.0356888952083,2021-06-04
Huechuraba,299.48101805772785,2021-06-07
Huechuraba,303.0356888952083,2021-06-11
Huechuraba,294.1490118015072,2021-06-14
Huechuraba,281.70766387032563,2021-06-18
Huechuraba,257.7136357173326,2021-06-21
Huechuraba,209.72557941134653,2021-06-25
Huechuraba,144.85283662732832,2021-06-28
Huechuraba,121.74747618370537,2021-07-02
Huechuraba,115.52680221811461,2021-07-05
Huechuraba,89.75543864638135,2021-07-09
Huechuraba,70.20474904023888,2021-07-12
Huechuraba,62.20673965590787,2021-07-16
Huechuraba,47.09938859661595,2021-07-19
Huechuraba,37.32404379354472,2021-07-23
Huechuraba,38.212711502914836,2021-07-26
Huechuraba,47.09938859661595,2021-07-30
Huechuraba,47.09938859661595,2021-08-02
Huechuraba,41.76738234039528,2021-08-06
Huechuraba,36.43537608417461,2021-08-09
Huechuraba,48.876724015356174,2021-08-13
Huechuraba,44.43338546850562,2021-08-16
Independencia,19.005384859043396,2020-04-13
Independencia,19.70928800197093,2020-04-15
Independencia,30.97173828881146,2020-04-17
Independencia,47.86541371907226,2020-04-20
Independencia,89.39569915179672,2020-04-24
Independencia,111.92059972547777,2020-04-27
Independencia,180.90310773237601,2020-05-01
Independencia,249.18171259634676,2020-05-04
Independencia,298.45493260127404,2020-05-08
Independencia,309.71738288811457,2020-05-11
Independencia,321.6837363178827,2020-05-15
Independencia,259.7402597402597,2020-05-18
Independencia,273.8183225988104,2020-05-22
Independencia,283.67296659979587,2020-05-25
Independencia,337.87350860521593,2020-05-29
Independencia,339.28131489107096,2020-06-01
Independencia,342.09692746278114,2020-06-05
Independencia,325.2032520325203,2020-06-08
Independencia,305.4939640305494,2020-06-12
Independencia,267.4831943124626,2020-06-15
Independencia,364.6218280364622,2020-06-19
Independencia,313.23689860275226,2020-06-23
Independencia,273.11441945588285,2020-06-28
Independencia,223.84119945095554,2020-07-01
Independencia,184.42262344701368,2020-07-05
Independencia,161.89772287333264,2020-07-10
Independencia,184.42262344701368,2020-07-13
Independencia,156.9704008728399,2020-07-17
Independencia,135.14940344208637,2020-07-20
Independencia,102.06595572449231,2020-07-24
Independencia,92.91521486643438,2020-07-27
Independencia,83.76447400837645,2020-07-31
Independencia,95.73082743814452,2020-08-03
Independencia,95.73082743814452,2020-08-07
Independencia,97.13863372399958,2020-08-10
Independencia,86.58008658008659,2020-08-14
Independencia,85.17228029423151,2020-08-17
Independencia,74.61373315031851,2020-08-21
Independencia,78.83715200788372,2020-08-24
Independencia,80.94886143666632,2020-08-28
Independencia,97.13863372399958,2020-08-31
Independencia,103.47376201034737,2020-09-04
Independencia,97.8425368669271,2020-09-07
Independencia,73.20592686446345,2020-09-11
Independencia,72.50202372153592,2020-09-14
Independencia,58.423960862985254,2020-09-18
Independencia,53.496638862492524,2020-09-21
Independencia,35.899060289304195,2020-09-25
Independencia,44.34589800443459,2020-09-28
Independencia,53.496638862492524,2020-10-02
Independencia,61.23957343469539,2020-10-05
Independencia,58.423960862985254,2020-10-09
Independencia,58.423960862985254,2020-10-12
Independencia,65.46299229226058,2020-10-16
Independencia,80.94886143666632,2020-10-19
Independencia,41.530285432724455,2020-10-24
Independencia,32.379544574666525,2020-10-26
Independencia,24.636610002463662,2020-10-30
Independencia,19.005384859043396,2020-11-02
Independencia,18.301481716115862,2020-11-06
Independencia,23.228803716608596,2020-11-09
Independencia,22.524900573681062,2020-11-13
Independencia,23.228803716608596,2020-11-16
Independencia,18.301481716115862,2020-11-20
Independencia,16.189772287333263,2020-11-23
Independencia,16.893675430260796,2020-11-27
Independencia,21.117094287825996,2020-11-30
Independencia,30.267835145883925,2020-12-04
Independencia,31.675641431738992,2020-12-07
Independencia,32.379544574666525,2020-12-11
Independencia,35.19515714637666,2020-12-14
Independencia,40.826382289796925,2020-12-18
Independencia,46.45760743321719,2020-12-21
Independencia,39.41857600394186,2020-12-25
Independencia,33.08344771759406,2020-12-28
Independencia,50.68102629078239,2021-01-01
Independencia,58.423960862985254,2021-01-04
Independencia,80.94886143666632,2021-01-08
Independencia,76.02153943617358,2021-01-11
Independencia,85.17228029423151,2021-01-15
Independencia,76.72544257910111,2021-01-18
Independencia,84.46837715130398,2021-01-22
Independencia,88.69179600886918,2021-01-25
Independencia,76.02153943617358,2021-01-29
Independencia,60.53567029176785,2021-02-01
Independencia,52.08883257663746,2021-02-05
Independencia,45.753704290289654,2021-02-08
Independencia,56.31225143420265,2021-02-12
Independencia,61.94347657762292,2021-02-15
Independencia,73.90983000739098,2021-02-19
Independencia,85.17228029423151,2021-02-22
Independencia,94.32302115228944,2021-02-26
Independencia,80.24495829373878,2021-03-01
Independencia,102.06595572449231,2021-03-05
Independencia,118.95963115475311,2021-03-08
Independencia,161.1938197304051,2021-03-12
Independencia,161.89772287333264,2021-03-15
Independencia,179.49530144652095,2021-03-19
Independencia,177.38359201773835,2021-03-22
Independencia,197.7967831626368,2021-03-26
Independencia,202.02020202020202,2021-03-29
Independencia,253.40513145391193,2021-04-02
Independencia,239.32706859536128,2021-04-05
Independencia,243.5504874529265,2021-04-09
Independencia,243.5504874529265,2021-04-12
Independencia,230.88023088023087,2021-04-16
Independencia,221.72949002217294,2021-04-19
Independencia,201.31629887727448,2021-04-23
Independencia,175.27188258895575,2021-04-26
Independencia,202.72410516312956,2021-04-30
Independencia,179.49530144652095,2021-05-03
Independencia,194.27726744799915,2021-05-07
Independencia,200.61239573434696,2021-05-10
Independencia,228.06461830852075,2021-05-14
Independencia,226.6568120226657,2021-05-17
Independencia,255.51684088269454,2021-05-21
Independencia,223.13729630802803,2021-05-24
Independencia,265.37148488368,2021-05-28
Independencia,266.0753880266075,2021-05-31
Independencia,322.3876394608102,2021-06-04
Independencia,316.75641431738995,2021-06-07
Independencia,309.71738288811457,2021-06-11
Independencia,258.3324534544047,2021-06-14
Independencia,222.43339316510048,2021-06-18
Independencia,187.94213916165137,2021-06-21
Independencia,167.5289480167529,2021-06-25
Independencia,132.33379087037625,2021-06-28
Independencia,95.73082743814452,2021-07-02
Independencia,83.06057086544891,2021-07-05
Independencia,80.94886143666632,2021-07-09
Independencia,86.58008658008659,2021-07-12
Independencia,79.54105515081125,2021-07-16
Independencia,71.09421743568085,2021-07-19
Independencia,51.38492943370992,2021-07-23
Independencia,54.200542005420054,2021-07-26
Independencia,49.977123147854854,2021-07-30
Independencia,40.12247914686939,2021-08-02
Independencia,30.267835145883925,2021-08-06
Independencia,23.228803716608596,2021-08-09
Independencia,33.08344771759406,2021-08-13
Independencia,33.78735086052159,2021-08-16
Isla de Maipo,17.425505962012398,2020-04-13
Isla de Maipo,12.446789972865997,2020-04-15
Isla de Maipo,7.4680739837195995,2020-04-17
Isla de Maipo,2.4893579945731994,2020-04-20
Isla de Maipo,0.0,2020-04-24
Isla de Maipo,4.978715989146399,2020-04-27
Isla de Maipo,7.4680739837195995,2020-05-01
Isla de Maipo,9.957431978292798,2020-05-04
Isla de Maipo,7.4680739837195995,2020-05-08
Isla de Maipo,14.936147967439199,2020-05-11
Isla de Maipo,19.914863956585595,2020-05-15
Isla de Maipo,17.425505962012398,2020-05-18
Isla de Maipo,34.851011924024796,2020-05-22
Isla de Maipo,24.893579945731993,2020-05-25
Isla de Maipo,37.34036991859799,2020-05-29
Isla de Maipo,49.787159891463986,2020-06-01
Isla de Maipo,44.80844390231759,2020-06-05
Isla de Maipo,47.29780189689079,2020-06-08
Isla de Maipo,69.70202384804959,2020-06-12
Isla de Maipo,79.65945582634238,2020-06-15
Isla de Maipo,171.76570162555075,2020-06-19
Isla de Maipo,176.74441761469717,2020-06-23
Isla de Maipo,236.48900948445396,2020-06-28
Isla de Maipo,191.68056558213638,2020-07-01
Isla de Maipo,233.99965148988076,2020-07-05
Isla de Maipo,206.61671354957556,2020-07-10
Isla de Maipo,221.55286151701475,2020-07-13
Isla de Maipo,271.3400214084788,2020-07-17
Isla de Maipo,226.53157750616117,2020-07-20
Isla de Maipo,298.72295934878395,2020-07-24
Isla de Maipo,346.02076124567475,2020-07-27
Isla de Maipo,303.70167533793034,2020-07-31
Isla de Maipo,221.55286151701475,2020-08-03
Isla de Maipo,243.95708346817355,2020-08-07
Isla de Maipo,261.382589430186,2020-08-10
Isla de Maipo,231.51029349530756,2020-08-14
Isla de Maipo,159.31891165268476,2020-08-17
Isla de Maipo,121.97854173408678,2020-08-21
Isla de Maipo,131.9359737123796,2020-08-24
Isla de Maipo,116.99982574494038,2020-08-28
Isla de Maipo,214.08478753329516,2020-08-31
Isla de Maipo,151.85083766896517,2020-09-04
Isla de Maipo,102.06367777750118,2020-09-07
Isla de Maipo,52.2765178860372,2020-09-11
Isla de Maipo,59.744591869756796,2020-09-14
Isla de Maipo,42.319085907744395,2020-09-18
Isla de Maipo,49.787159891463986,2020-09-21
Isla de Maipo,52.2765178860372,2020-09-25
Isla de Maipo,57.255233875183585,2020-09-28
Isla de Maipo,77.17009783176918,2020-10-02
Isla de Maipo,79.65945582634238,2020-10-05
Isla de Maipo,82.14881382091558,2020-10-09
Isla de Maipo,77.17009783176918,2020-10-12
Isla de Maipo,64.72330785890318,2020-10-16
Isla de Maipo,92.10624579920838,2020-10-19
Isla de Maipo,89.61688780463518,2020-10-24
Isla de Maipo,121.97854173408678,2020-10-26
Isla de Maipo,169.27634363097758,2020-10-30
Isla de Maipo,151.85083766896517,2020-11-02
Isla de Maipo,72.19138184262279,2020-11-06
Isla de Maipo,49.787159891463986,2020-11-09
Isla de Maipo,39.82972791317119,2020-11-13
Isla de Maipo,34.851011924024796,2020-11-16
Isla de Maipo,29.872295934878398,2020-11-20
Isla de Maipo,17.425505962012398,2020-11-23
Isla de Maipo,19.914863956585595,2020-11-27
Isla de Maipo,19.914863956585595,2020-11-30
Isla de Maipo,34.851011924024796,2020-12-04
Isla de Maipo,29.872295934878398,2020-12-07
Isla de Maipo,32.36165392945159,2020-12-11
Isla de Maipo,34.851011924024796,2020-12-14
Isla de Maipo,42.319085907744395,2020-12-18
Isla de Maipo,44.80844390231759,2020-12-21
Isla de Maipo,17.425505962012398,2020-12-25
Isla de Maipo,9.957431978292798,2020-12-28
Isla de Maipo,27.382937940305194,2021-01-01
Isla de Maipo,37.34036991859799,2021-01-04
Isla de Maipo,39.82972791317119,2021-01-08
Isla de Maipo,44.80844390231759,2021-01-11
Isla de Maipo,72.19138184262279,2021-01-15
Isla de Maipo,67.2126658534764,2021-01-18
Isla de Maipo,87.12752981006199,2021-01-22
Isla de Maipo,99.57431978292797,2021-01-25
Isla de Maipo,104.5530357720744,2021-01-29
Isla de Maipo,129.44661571780637,2021-02-01
Isla de Maipo,116.99982574494038,2021-02-05
Isla de Maipo,97.08496178835478,2021-02-08
Isla de Maipo,116.99982574494038,2021-02-12
Isla de Maipo,102.06367777750118,2021-02-15
Isla de Maipo,112.02110975579399,2021-02-19
Isla de Maipo,129.44661571780637,2021-02-22
Isla de Maipo,156.82955365811156,2021-02-26
Isla de Maipo,151.85083766896517,2021-03-01
Isla de Maipo,146.87212167981878,2021-03-05
Isla de Maipo,151.85083766896517,2021-03-08
Isla de Maipo,221.55286151701475,2021-03-12
Isla de Maipo,271.3400214084788,2021-03-15
Isla de Maipo,318.6378233053695,2021-03-19
Isla de Maipo,281.29745338677156,2021-03-22
Isla de Maipo,308.68039132707673,2021-03-26
Isla de Maipo,296.23360135421075,2021-03-29
Isla de Maipo,355.97819322396754,2021-04-02
Isla de Maipo,346.02076124567475,2021-04-05
Isla de Maipo,370.9143411914067,2021-04-09
Isla de Maipo,363.44626720768713,2021-04-12
Isla de Maipo,433.14829105573676,2021-04-16
Isla de Maipo,353.48883522939434,2021-04-19
Isla de Maipo,343.5314032511015,2021-04-23
Isla de Maipo,278.80809539219837,2021-04-26
Isla de Maipo,323.616539294516,2021-04-30
Isla de Maipo,313.6591073162231,2021-05-03
Isla de Maipo,363.44626720768713,2021-05-07
Isla de Maipo,261.382589430186,2021-05-10
Isla de Maipo,231.51029349530756,2021-05-14
Isla de Maipo,211.59542953872196,2021-05-17
Isla de Maipo,398.2972791317119,2021-05-21
Isla de Maipo,408.25471111000473,2021-05-24
Isla de Maipo,512.8077468820791,2021-05-28
Isla de Maipo,490.4035249309203,2021-05-31
Isla de Maipo,532.7226108386647,2021-06-04
Isla de Maipo,505.3396728983595,2021-06-07
Isla de Maipo,465.5099449851883,2021-06-11
Isla de Maipo,388.3398471534191,2021-06-14
Isla de Maipo,346.02076124567475,2021-06-18
Isla de Maipo,236.48900948445396,2021-06-21
Isla de Maipo,216.57414552786838,2021-06-25
Isla de Maipo,189.19120758756316,2021-06-28
Isla de Maipo,161.808269647258,2021-07-02
Isla de Maipo,134.4253317069528,2021-07-05
Isla de Maipo,149.36147967439197,2021-07-09
Isla de Maipo,104.5530357720744,2021-07-12
Isla de Maipo,109.53175176122078,2021-07-16
Isla de Maipo,77.17009783176918,2021-07-19
Isla de Maipo,72.19138184262279,2021-07-23
Isla de Maipo,57.255233875183585,2021-07-26
Isla de Maipo,49.787159891463986,2021-07-30
Isla de Maipo,24.893579945731993,2021-08-02
Isla de Maipo,32.36165392945159,2021-08-06
Isla de Maipo,34.851011924024796,2021-08-09
Isla de Maipo,39.82972791317119,2021-08-13
Isla de Maipo,37.34036991859799,2021-08-16
La Cisterna,20.9092538383416,2020-04-13
La Cisterna,23.896290100961828,2020-04-15
La Cisterna,22.900611346755085,2020-04-17
La Cisterna,27.879005117788793,2020-04-20
La Cisterna,25.887647609375314,2020-04-24
La Cisterna,29.87036262620228,2020-04-27
La Cisterna,51.77529521875063,2020-05-01
La Cisterna,63.72344026923153,2020-05-04
La Cisterna,91.60244538702034,2020-05-08
La Cisterna,113.50737797956867,2020-05-11
La Cisterna,158.3129219188721,2020-05-15
La Cisterna,179.22217575721368,2020-05-18
La Cisterna,278.79005117788796,2020-05-22
La Cisterna,220.04500467969015,2020-05-25
La Cisterna,164.28699444411254,2020-05-29
La Cisterna,224.02771969651712,2020-06-01
La Cisterna,249.91536730589243,2020-06-05
La Cisterna,294.72091124519585,2020-06-08
La Cisterna,340.522133938706,2020-06-12
La Cisterna,296.7122687536093,2020-06-15
La Cisterna,397.27582292849036,2020-06-19
La Cisterna,359.44003026863413,2020-06-23
La Cisterna,305.67337754147,2020-06-28
La Cisterna,237.9672222554115,2020-07-01
La Cisterna,204.11414461238226,2020-07-05
La Cisterna,183.20489077404068,2020-07-10
La Cisterna,153.33452814783837,2020-07-13
La Cisterna,138.39934683473723,2020-07-17
La Cisterna,120.47712925901588,2020-07-20
La Cisterna,92.59812414122707,2020-07-24
La Cisterna,89.61108787860684,2020-07-27
La Cisterna,81.64565784495291,2020-07-31
La Cisterna,73.68022781129896,2020-08-03
La Cisterna,76.66726407391918,2020-08-07
La Cisterna,74.67590656550571,2020-08-10
La Cisterna,68.70183404026525,2020-08-14
La Cisterna,73.68022781129896,2020-08-17
La Cisterna,60.73640400661131,2020-08-21
La Cisterna,67.7061552860585,2020-08-24
La Cisterna,70.69319154867874,2020-08-28
La Cisterna,66.71047653185177,2020-08-31
La Cisterna,70.69319154867874,2020-09-04
La Cisterna,63.72344026923153,2020-09-07
La Cisterna,68.70183404026525,2020-09-11
La Cisterna,73.68022781129896,2020-09-14
La Cisterna,46.796901447716905,2020-09-18
La Cisterna,42.81418643088994,2020-09-21
La Cisterna,44.80554393930342,2020-09-25
La Cisterna,51.77529521875063,2020-09-28
La Cisterna,48.78825895613039,2020-10-02
La Cisterna,36.84011390564948,2020-10-05
La Cisterna,39.82715016826971,2020-10-09
La Cisterna,52.770973972957364,2020-10-12
La Cisterna,54.76233148137085,2020-10-16
La Cisterna,64.71911902343828,2020-10-19
La Cisterna,51.77529521875063,2020-10-24
La Cisterna,44.80554393930342,2020-10-26
La Cisterna,24.891968855168567,2020-10-30
La Cisterna,42.81418643088994,2020-11-02
La Cisterna,48.78825895613039,2020-11-06
La Cisterna,42.81418643088994,2020-11-09
La Cisterna,18.917896329928112,2020-11-13
La Cisterna,16.926538821514626,2020-11-16
La Cisterna,24.891968855168567,2020-11-20
La Cisterna,26.883326363582054,2020-11-23
La Cisterna,28.87468387199554,2020-11-27
La Cisterna,36.84011390564948,2020-11-30
La Cisterna,31.861720134615766,2020-12-04
La Cisterna,36.84011390564948,2020-12-07
La Cisterna,35.84443515144274,2020-12-11
La Cisterna,23.896290100961828,2020-12-14
La Cisterna,49.783937710337135,2020-12-18
La Cisterna,52.770973972957364,2020-12-21
La Cisterna,60.73640400661131,2020-12-25
La Cisterna,59.74072525240456,2020-12-28
La Cisterna,60.73640400661131,2021-01-01
La Cisterna,56.75368898978434,2021-01-04
La Cisterna,54.76233148137085,2021-01-08
La Cisterna,53.76665272716411,2021-01-11
La Cisterna,70.69319154867874,2021-01-15
La Cisterna,70.69319154867874,2021-01-18
La Cisterna,45.80122269351017,2021-01-22
La Cisterna,46.796901447716905,2021-01-25
La Cisterna,70.69319154867874,2021-01-29
La Cisterna,64.71911902343828,2021-02-01
La Cisterna,74.67590656550571,2021-02-05
La Cisterna,73.68022781129896,2021-02-08
La Cisterna,67.7061552860585,2021-02-12
La Cisterna,63.72344026923153,2021-02-15
La Cisterna,72.68454905709221,2021-02-19
La Cisterna,85.62837286177988,2021-02-22
La Cisterna,128.4425592926698,2021-02-26
La Cisterna,137.4036680805305,2021-03-01
